"       MOD"
"L4_position, DISPLACEMENT, I = 40, J = 24, RM = 24"

"Time      ","L4_position.X","L4_position.Y","L4_position.Z","L4_position.X","L4_position.Y","L4_position.Z","L4_position.R1","L4_position.R2","L4_position.R3"
4.300000e+000,-3.213107e-013,7.352605e+001,-6.875157e+000,-3.213107e-013,7.352605e+001,-6.875157e+000,4.861994e-012,1.271792e+000,-5.735456e-012
4.316667e+000,-3.214311e-013,7.352693e+001,-6.877203e+000,-3.214311e-013,7.352693e+001,-6.877203e+000,4.972184e-012,1.247806e+000,-5.845620e-012
4.333333e+000,-3.214541e-013,7.352781e+001,-6.879256e+000,-3.214541e-013,7.352781e+001,-6.879256e+000,5.087091e-012,1.223739e+000,-5.960502e-012
4.350000e+000,-3.185239e-013,7.352870e+001,-6.881316e+000,-3.185239e-013,7.352870e+001,-6.881316e+000,4.612185e-012,1.199589e+000,-5.472715e-012
4.366667e+000,-3.183532e-013,7.352959e+001,-6.883382e+000,-3.183532e-013,7.352959e+001,-6.883382e+000,4.724948e-012,1.175357e+000,-5.585456e-012
4.383333e+000,-3.180288e-013,7.353049e+001,-6.885454e+000,-3.180288e-013,7.353049e+001,-6.885454e+000,4.209672e-012,1.151044e+000,-5.070029e-012
4.400000e+000,-3.148122e-013,7.353139e+001,-6.887533e+000,-3.148122e-013,7.353139e+001,-6.887533e+000,3.685202e-012,1.126648e+000,-4.532692e-012
4.416667e+000,-3.142978e-013,7.353230e+001,-6.889619e+000,-3.142978e-013,7.353230e+001,-6.889619e+000,3.124519e-012,1.102170e+000,-3.971869e-012
4.433333e+000,-3.136884e-013,7.353321e+001,-6.891711e+000,-3.136884e-013,7.353321e+001,-6.891711e+000,2.538615e-012,1.077611e+000,-3.385830e-012
4.450000e+000,-3.101867e-013,7.353412e+001,-6.893810e+000,-3.101867e-013,7.353412e+001,-6.893810e+000,1.938312e-012,1.052969e+000,-2.772676e-012
4.466667e+000,-3.093872e-013,7.353504e+001,-6.895915e+000,-3.093872e-013,7.353504e+001,-6.895915e+000,1.296069e-012,1.028245e+000,-2.130310e-012
4.483333e+000,-3.056955e-013,7.353596e+001,-6.898027e+000,-3.056955e-013,7.353596e+001,-6.898027e+000,6.350135e-013,1.003440e+000,-1.456414e-012
4.500000e+000,-3.046583e-013,7.353689e+001,-6.900146e+000,-3.046583e-013,7.353689e+001,-6.900146e+000,-8.177004e-013,9.785518e-001,-3.478394e-015
4.516667e+000,-3.007778e-013,7.353782e+001,-6.902271e+000,-3.007778e-013,7.353782e+001,-6.902271e+000,-1.569320e-012,9.535820e-001,7.609680e-013
4.533333e+000,-2.967570e-013,7.353876e+001,-6.904402e+000,-2.967570e-013,7.353876e+001,-6.904402e+000,-3.147159e-012,9.285303e-001,2.351730e-012
4.550000e+000,-2.954411e-013,7.353970e+001,-6.906540e+000,-2.954411e-013,7.353970e+001,-6.906540e+000,-4.826307e-012,9.033964e-001,4.031069e-012
4.566667e+000,-2.912353e-013,7.354064e+001,-6.908685e+000,-2.912353e-013,7.354064e+001,-6.908685e+000,-6.589397e-012,8.781806e-001,5.807061e-012
4.583333e+000,-2.869371e-013,7.354159e+001,-6.910836e+000,-2.869371e-013,7.354159e+001,-6.910836e+000,-8.458236e-012,8.528828e-001,7.688791e-012
4.600000e+000,-2.853439e-013,7.354255e+001,-6.912994e+000,-2.853439e-013,7.354255e+001,-6.912994e+000,-1.045580e-011,8.275029e-001,9.686516e-012
4.616667e+000,-2.809311e-013,7.354352e+001,-6.915187e+000,-2.809311e-013,7.354352e+001,-6.915187e+000,-1.257391e-011,8.016593e-001,1.181749e-011
4.633333e+000,-2.766762e-013,7.354453e+001,-6.917460e+000,-2.766762e-013,7.354453e+001,-6.917460e+000,-1.297120e-011,7.747862e-001,1.222747e-011
4.650000e+000,-2.723068e-013,7.354554e+001,-6.919747e+000,-2.723068e-013,7.354554e+001,-6.919747e+000,-1.437594e-011,7.477261e-001,1.364496e-011
4.666667e+000,-2.706947e-013,7.354657e+001,-6.922049e+000,-2.706947e-013,7.354657e+001,-6.922049e+000,-1.489211e-011,7.204789e-001,1.416109e-011
4.683333e+000,-2.662071e-013,7.354760e+001,-6.924366e+000,-2.662071e-013,7.354760e+001,-6.924366e+000,-1.544011e-011,6.930446e-001,1.472177e-011
4.700000e+000,-2.616415e-013,7.354864e+001,-6.926697e+000,-2.616415e-013,7.354864e+001,-6.926697e+000,-1.603864e-011,6.654232e-001,1.533298e-011
4.716667e+000,-2.569978e-013,7.354969e+001,-6.929043e+000,-2.569978e-013,7.354969e+001,-6.929043e+000,-1.669481e-011,6.376147e-001,1.600182e-011
4.733333e+000,-2.522464e-013,7.355075e+001,-6.931403e+000,-2.522464e-013,7.355075e+001,-6.931403e+000,-1.861278e-011,6.096192e-001,1.793254e-011
4.750000e+000,-2.474482e-013,7.355182e+001,-6.933778e+000,-2.474482e-013,7.355182e+001,-6.933778e+000,-1.946944e-011,5.814366e-001,1.880188e-011
4.766667e+000,-2.425719e-013,7.355290e+001,-6.936168e+000,-2.425719e-013,7.355290e+001,-6.936168e+000,-2.042136e-011,5.530670e-001,1.976647e-011
4.783333e+000,-2.348456e-013,7.355398e+001,-6.938572e+000,-2.348456e-013,7.355398e+001,-6.938572e+000,-2.008261e-011,5.245102e-001,1.945305e-011
4.800000e+000,-2.298119e-013,7.355507e+001,-6.940991e+000,-2.298119e-013,7.355507e+001,-6.940991e+000,-2.119796e-011,4.957664e-001,2.058108e-011
4.816667e+000,-2.247002e-013,7.355618e+001,-6.943424e+000,-2.247002e-013,7.355618e+001,-6.943424e+000,-2.246093e-011,4.668355e-001,2.185672e-011
4.833333e+000,-2.195105e-013,7.355729e+001,-6.945872e+000,-2.195105e-013,7.355729e+001,-6.945872e+000,-2.390241e-011,4.377175e-001,2.331088e-011
4.850000e+000,-2.142427e-013,7.355841e+001,-6.948335e+000,-2.142427e-013,7.355841e+001,-6.948335e+000,-2.556260e-011,4.084125e-001,2.498374e-011
4.866667e+000,-2.061178e-013,7.355954e+001,-6.950812e+000,-2.061178e-013,7.355954e+001,-6.950812e+000,-2.555830e-011,3.789203e-001,2.500480e-011
4.883333e+000,-2.006927e-013,7.356068e+001,-6.953304e+000,-2.006927e-013,7.356068e+001,-6.953304e+000,-2.767085e-011,3.492412e-001,2.713002e-011
4.900000e+000,-1.951895e-013,7.356183e+001,-6.955811e+000,-1.951895e-013,7.356183e+001,-6.955811e+000,-3.019552e-011,3.193749e-001,2.966738e-011
4.916667e+000,-1.868247e-013,7.356299e+001,-6.958332e+000,-1.868247e-013,7.356299e+001,-6.958332e+000,-3.073274e-011,2.893215e-001,3.022996e-011
4.933333e+000,-1.811640e-013,7.356416e+001,-6.960868e+000,-1.811640e-013,7.356416e+001,-6.960868e+000,-3.424893e-011,2.590811e-001,3.375883e-011
4.950000e+000,-1.726388e-013,7.356534e+001,-6.963418e+000,-1.726388e-013,7.356534e+001,-6.963418e+000,-3.552844e-011,2.286536e-001,3.506371e-011
4.966667e+000,-1.668206e-013,7.356652e+001,-6.965983e+000,-1.668206e-013,7.356652e+001,-6.965983e+000,-4.093671e-011,1.980390e-001,4.048467e-011
4.983333e+000,-1.581348e-013,7.356772e+001,-6.968563e+000,-1.581348e-013,7.356772e+001,-6.968563e+000,-4.400972e-011,1.672374e-001,4.358307e-011
5.000000e+000,-1.521657e-013,7.356893e+001,-6.971157e+000,-1.521657e-013,7.356893e+001,-6.971157e+000,-4.856046e-011,1.362487e-001,4.814648e-011
5.016667e+000,-1.436064e-013,7.357017e+001,-6.973860e+000,-1.436064e-013,7.357017e+001,-6.973860e+000,-5.653539e-011,1.038541e-001,5.614681e-011
5.033333e+000,-1.352035e-013,7.357144e+001,-6.976655e+000,-1.352035e-013,7.357144e+001,-6.976655e+000,-8.336423e-011,7.025441e-002,8.300106e-011
5.050000e+000,-1.295871e-013,7.357273e+001,-6.979486e+000,-1.295871e-013,7.357273e+001,-6.979486e+000,-1.413275e-010,3.619298e-002,1.409770e-010
5.066667e+000,-1.211566e-013,7.357403e+001,-6.982353e+000,-1.211566e-013,7.357403e+001,-6.982353e+000,-2.619577e-009,1.669778e-003,2.619252e-009
5.083333e+000,-1.127097e-013,7.357535e+001,-6.985256e+000,-1.127097e-013,7.357535e+001,-6.985256e+000,-1.800000e+002,3.331519e-002,1.800000e+002
5.100000e+000,-1.042462e-013,7.357669e+001,-6.988195e+000,-1.042462e-013,7.357669e+001,-6.988195e+000,-1.800000e+002,6.876194e-002,1.800000e+002
5.116667e+000,-9.856403e-014,7.357804e+001,-6.991169e+000,-9.856403e-014,7.357804e+001,-6.991169e+000,-1.800000e+002,1.046705e-001,1.800000e+002
5.133333e+000,-9.006745e-014,7.357941e+001,-6.994179e+000,-9.006745e-014,7.357941e+001,-6.994179e+000,-1.800000e+002,1.410407e-001,1.800000e+002
5.150000e+000,-8.155421e-014,7.358080e+001,-6.997225e+000,-8.155421e-014,7.358080e+001,-6.997225e+000,-1.800000e+002,1.778728e-001,1.800000e+002
5.166667e+000,-7.302423e-014,7.358220e+001,-7.000307e+000,-7.302423e-014,7.358220e+001,-7.000307e+000,1.800000e+002,2.151666e-001,1.800000e+002
5.183333e+000,-6.447745e-014,7.358362e+001,-7.003424e+000,-6.447745e-014,7.358362e+001,-7.003424e+000,1.800000e+002,2.529222e-001,-1.800000e+002
5.200000e+000,-5.589961e-014,7.358506e+001,-7.006577e+000,-5.589961e-014,7.358506e+001,-7.006577e+000,1.800000e+002,2.911396e-001,-1.800000e+002
5.216667e+000,-4.731718e-014,7.358652e+001,-7.009766e+000,-4.731718e-014,7.358652e+001,-7.009766e+000,1.800000e+002,3.298188e-001,-1.800000e+002
5.233333e+000,-3.871776e-014,7.358800e+001,-7.012991e+000,-3.871776e-014,7.358800e+001,-7.012991e+000,1.800000e+002,3.689597e-001,-1.800000e+002
5.250000e+000,-3.048308e-014,7.358951e+001,-7.016401e+000,-3.048308e-014,7.358951e+001,-7.016401e+000,1.800000e+002,4.103203e-001,-1.800000e+002
5.266667e+000,-2.274906e-014,7.359107e+001,-7.020033e+000,-2.274906e-014,7.359107e+001,-7.020033e+000,1.800000e+002,4.543308e-001,-1.800000e+002
5.283333e+000,-1.515708e-014,7.359265e+001,-7.023770e+000,-1.515708e-014,7.359265e+001,-7.023770e+000,1.800000e+002,4.996087e-001,-1.800000e+002
5.300000e+000,-7.753497e-015,7.359427e+001,-7.027611e+000,-7.753497e-015,7.359427e+001,-7.027611e+000,1.800000e+002,5.461538e-001,-1.800000e+002
5.316667e+000,2.310657e-015,7.359591e+001,-7.031557e+000,2.310657e-015,7.359591e+001,-7.031557e+000,1.800000e+002,5.939664e-001,-1.800000e+002
5.333333e+000,9.384696e-015,7.359759e+001,-7.035607e+000,9.384696e-015,7.359759e+001,-7.035607e+000,1.800000e+002,6.430462e-001,-1.800000e+002
5.350000e+000,1.632695e-014,7.359929e+001,-7.039761e+000,1.632695e-014,7.359929e+001,-7.039761e+000,1.800000e+002,6.933934e-001,-1.800000e+002
5.366667e+000,2.590629e-014,7.360103e+001,-7.044020e+000,2.590629e-014,7.360103e+001,-7.044020e+000,1.800000e+002,7.450079e-001,-1.800000e+002
5.383333e+000,2.979069e-014,7.360288e+001,-7.049049e+000,2.979069e-014,7.360288e+001,-7.049049e+000,1.800000e+002,8.054692e-001,-1.800000e+002
5.400000e+000,3.928005e-014,7.360477e+001,-7.054270e+000,3.928005e-014,7.360477e+001,-7.054270e+000,1.800000e+002,8.681231e-001,-1.800000e+002
5.416667e+000,4.593848e-014,7.360667e+001,-7.059491e+000,4.593848e-014,7.360667e+001,-7.059491e+000,1.800000e+002,9.307770e-001,-1.800000e+002
5.433333e+000,5.545942e-014,7.360864e+001,-7.065532e+000,5.545942e-014,7.360864e+001,-7.065532e+000,1.800000e+002,1.002515e+000,-1.800000e+002
5.450000e+000,6.220511e-014,7.361068e+001,-7.072169e+000,6.220511e-014,7.361068e+001,-7.072169e+000,1.800000e+002,1.080846e+000,-1.800000e+002
5.466667e+000,6.898120e-014,7.361277e+001,-7.079839e+000,6.898120e-014,7.361277e+001,-7.079839e+000,1.800000e+002,1.170443e+000,-1.800000e+002
5.483333e+000,7.573477e-014,7.361494e+001,-7.088873e+000,7.573477e-014,7.361494e+001,-7.088873e+000,1.800000e+002,1.275529e+000,-1.800000e+002
5.500000e+000,8.261166e-014,7.361723e+001,-7.100371e+000,8.261166e-014,7.361723e+001,-7.100371e+000,1.800000e+002,1.411238e+000,-1.800000e+002
5.516667e+000,1.039009e-013,7.362047e+001,-7.110800e+000,1.039009e-013,7.362047e+001,-7.110800e+000,1.800000e+002,1.539837e+000,-1.800000e+002
5.533333e+000,1.260210e-013,7.362782e+001,-7.119537e+000,1.260210e-013,7.362782e+001,-7.119537e+000,1.800000e+002,1.650560e+000,-1.800000e+002
5.550000e+000,1.508233e-013,7.364102e+001,-7.125957e+000,1.508233e-013,7.364102e+001,-7.125957e+000,1.800000e+002,1.732283e+000,-1.800000e+002
5.566667e+000,1.728934e-013,7.365372e+001,-7.131693e+000,1.728934e-013,7.365372e+001,-7.131693e+000,1.800000e+002,1.796387e+000,-1.800000e+002
5.583333e+000,1.977526e-013,7.366465e+001,-7.137403e+000,1.977526e-013,7.366465e+001,-7.137403e+000,1.800000e+002,1.850274e+000,-1.800000e+002
5.600000e+000,2.169234e-013,7.367318e+001,-7.143218e+000,2.169234e-013,7.367318e+001,-7.143218e+000,1.800000e+002,1.897413e+000,-1.800000e+002
5.616667e+000,2.417826e-013,7.368116e+001,-7.149057e+000,2.417826e-013,7.368116e+001,-7.149057e+000,1.800000e+002,1.942985e+000,-1.800000e+002
5.633333e+000,2.638482e-013,7.368811e+001,-7.154811e+000,2.638482e-013,7.368811e+001,-7.154811e+000,1.800000e+002,1.985713e+000,-1.800000e+002
5.650000e+000,2.859152e-013,7.369399e+001,-7.160476e+000,2.859152e-013,7.369399e+001,-7.160476e+000,1.800000e+002,2.025480e+000,-1.800000e+002
5.666667e+000,3.078874e-013,7.369967e+001,-7.166096e+000,3.078874e-013,7.369967e+001,-7.166096e+000,1.800000e+002,2.064594e+000,-1.800000e+002
5.683333e+000,3.299582e-013,7.370428e+001,-7.171494e+000,3.299582e-013,7.370428e+001,-7.171494e+000,1.800000e+002,2.100480e+000,-1.800000e+002
5.700000e+000,3.548315e-013,7.370890e+001,-7.176893e+000,3.548315e-013,7.370890e+001,-7.176893e+000,1.800000e+002,2.136366e+000,-1.800000e+002
5.716667e+000,3.725068e-013,7.371264e+001,-7.181958e+000,3.725068e-013,7.371264e+001,-7.181958e+000,1.800000e+002,2.169097e+000,-1.800000e+002
5.733333e+000,3.892827e-013,7.371622e+001,-7.186962e+000,3.892827e-013,7.371622e+001,-7.186962e+000,1.800000e+002,2.201257e+000,-1.800000e+002
5.750000e+000,4.061704e-013,7.371981e+001,-7.191967e+000,4.061704e-013,7.371981e+001,-7.191967e+000,1.800000e+002,2.233418e+000,-1.800000e+002
5.766667e+000,4.258597e-013,7.372340e+001,-7.196972e+000,4.258597e-013,7.372340e+001,-7.196972e+000,1.800000e+002,2.265578e+000,-1.800000e+002
5.783333e+000,4.438071e-013,7.372675e+001,-7.201812e+000,4.438071e-013,7.372675e+001,-7.201812e+000,1.800000e+002,2.296483e+000,-1.800000e+002
5.800000e+000,4.632822e-013,7.372975e+001,-7.206411e+000,4.632822e-013,7.372975e+001,-7.206411e+000,1.800000e+002,2.325562e+000,-1.800000e+002
5.816667e+000,4.826478e-013,7.373275e+001,-7.211010e+000,4.826478e-013,7.373275e+001,-7.211010e+000,1.800000e+002,2.354642e+000,-1.800000e+002
5.833333e+000,5.049276e-013,7.373576e+001,-7.215610e+000,5.049276e-013,7.373576e+001,-7.215610e+000,1.800000e+002,2.383721e+000,-1.800000e+002
5.850000e+000,5.244174e-013,7.373877e+001,-7.220210e+000,5.244174e-013,7.373877e+001,-7.220210e+000,1.800000e+002,2.412801e+000,-1.800000e+002
5.866667e+000,5.438959e-013,7.374088e+001,-7.224067e+000,5.438959e-013,7.374088e+001,-7.224067e+000,1.800000e+002,2.436702e+000,-1.800000e+002
5.883333e+000,5.633935e-013,7.374377e+001,-7.228562e+000,5.633935e-013,7.374377e+001,-7.228562e+000,1.800000e+002,2.465045e+000,-1.800000e+002
5.900000e+000,5.855681e-013,7.374657e+001,-7.232984e+000,5.855681e-013,7.374657e+001,-7.232984e+000,1.800000e+002,2.492886e+000,-1.800000e+002
5.916667e+000,6.050713e-013,7.374929e+001,-7.237335e+000,6.050713e-013,7.374929e+001,-7.237335e+000,1.800000e+002,2.520225e+000,-1.800000e+002
5.933333e+000,6.245774e-013,7.375193e+001,-7.241602e+000,6.245774e-013,7.375193e+001,-7.241602e+000,1.800000e+002,2.546993e+000,-1.800000e+002
5.950000e+000,6.440864e-013,7.375448e+001,-7.245783e+000,6.440864e-013,7.375448e+001,-7.245783e+000,1.800000e+002,2.573172e+000,-1.800000e+002
5.966667e+000,6.662662e-013,7.375696e+001,-7.249886e+000,6.662662e-013,7.375696e+001,-7.249886e+000,1.800000e+002,2.598816e+000,-1.800000e+002
5.983333e+000,6.857794e-013,7.375935e+001,-7.253911e+000,6.857794e-013,7.375935e+001,-7.253911e+000,1.800000e+002,2.623926e+000,-1.800000e+002
6.000000e+000,7.052951e-013,7.376165e+001,-7.257859e+000,7.052951e-013,7.376165e+001,-7.257859e+000,1.800000e+002,2.648501e+000,-1.800000e+002
6.016667e+000,7.276079e-013,7.376388e+001,-7.261730e+000,7.276079e-013,7.376388e+001,-7.261730e+000,1.800000e+002,2.672541e+000,-1.800000e+002
6.033333e+000,7.469967e-013,7.376602e+001,-7.265523e+000,7.469967e-013,7.376602e+001,-7.265523e+000,1.800000e+002,2.696046e+000,-1.800000e+002
6.050000e+000,7.666232e-013,7.376809e+001,-7.269252e+000,7.666232e-013,7.376809e+001,-7.269252e+000,1.800000e+002,2.719114e+000,-1.800000e+002
6.066667e+000,7.761549e-013,7.377023e+001,-7.273038e+000,7.761549e-013,7.377023e+001,-7.273038e+000,1.800000e+002,2.742641e+000,-1.800000e+002
6.083333e+000,7.859641e-013,7.377232e+001,-7.276781e+000,7.859641e-013,7.377232e+001,-7.276781e+000,1.800000e+002,2.765887e+000,-1.800000e+002
6.100000e+000,7.931202e-013,7.377437e+001,-7.280481e+000,7.931202e-013,7.377437e+001,-7.280481e+000,1.800000e+002,2.788851e+000,-1.800000e+002
6.116667e+000,7.978942e-013,7.377638e+001,-7.284138e+000,7.978942e-013,7.377638e+001,-7.284138e+000,1.800000e+002,2.811533e+000,-1.800000e+002
6.133333e+000,8.001514e-013,7.377834e+001,-7.287751e+000,8.001514e-013,7.377834e+001,-7.287751e+000,1.800000e+002,2.833933e+000,-1.800000e+002
6.150000e+000,7.998918e-013,7.378025e+001,-7.291321e+000,7.998918e-013,7.378025e+001,-7.291321e+000,1.800000e+002,2.856052e+000,-1.800000e+002
6.166667e+000,7.969749e-013,7.378212e+001,-7.294848e+000,7.969749e-013,7.378212e+001,-7.294848e+000,1.800000e+002,2.877889e+000,-1.800000e+002
6.183333e+000,7.965484e-013,7.378399e+001,-7.298367e+000,7.965484e-013,7.378399e+001,-7.298367e+000,1.800000e+002,2.899663e+000,-1.800000e+002
6.200000e+000,7.942023e-013,7.378586e+001,-7.301869e+000,7.942023e-013,7.378586e+001,-7.301869e+000,1.800000e+002,2.921328e+000,-1.800000e+002
6.216667e+000,7.898214e-013,7.378770e+001,-7.305341e+000,7.898214e-013,7.378770e+001,-7.305341e+000,1.800000e+002,2.942791e+000,-1.800000e+002
6.233333e+000,7.832607e-013,7.378951e+001,-7.308782e+000,7.832607e-013,7.378951e+001,-7.308782e+000,1.800000e+002,2.964053e+000,-1.800000e+002
6.250000e+000,7.776027e-013,7.379130e+001,-7.312193e+000,7.776027e-013,7.379130e+001,-7.312193e+000,1.800000e+002,2.985114e+000,-1.800000e+002
6.266667e+000,7.671156e-013,7.379305e+001,-7.315573e+000,7.671156e-013,7.379305e+001,-7.315573e+000,1.800000e+002,3.005973e+000,-1.800000e+002
6.283333e+000,7.573871e-013,7.379478e+001,-7.318922e+000,7.573871e-013,7.379478e+001,-7.318922e+000,1.800000e+002,3.026630e+000,-1.800000e+002
6.300000e+000,7.493970e-013,7.379649e+001,-7.322246e+000,7.493970e-013,7.379649e+001,-7.322246e+000,1.800000e+002,3.047123e+000,-1.800000e+002
6.316667e+000,7.408877e-013,7.379819e+001,-7.325562e+000,7.408877e-013,7.379819e+001,-7.325562e+000,1.800000e+002,3.067558e+000,-1.800000e+002
6.333333e+000,7.341799e-013,7.379988e+001,-7.328853e+000,7.341799e-013,7.379988e+001,-7.328853e+000,1.800000e+002,3.087832e+000,-1.800000e+002
6.350000e+000,7.267774e-013,7.380154e+001,-7.332119e+000,7.267774e-013,7.380154e+001,-7.332119e+000,1.800000e+002,3.107945e+000,-1.800000e+002
6.366667e+000,7.183749e-013,7.380318e+001,-7.335361e+000,7.183749e-013,7.380318e+001,-7.335361e+000,1.800000e+002,3.127896e+000,-1.800000e+002
6.383333e+000,7.091203e-013,7.380480e+001,-7.338578e+000,7.091203e-013,7.380480e+001,-7.338578e+000,1.800000e+002,3.147687e+000,-1.800000e+002
6.400000e+000,6.988565e-013,7.380639e+001,-7.341771e+000,6.988565e-013,7.380639e+001,-7.341771e+000,1.800000e+002,3.167316e+000,-1.800000e+002
6.416667e+000,6.906824e-013,7.380797e+001,-7.344939e+000,6.906824e-013,7.380797e+001,-7.344939e+000,1.800000e+002,3.186784e+000,-1.800000e+002
6.433333e+000,6.822614e-013,7.380956e+001,-7.348116e+000,6.822614e-013,7.380956e+001,-7.348116e+000,1.800000e+002,3.206313e+000,-1.800000e+002
6.450000e+000,6.711854e-013,7.381114e+001,-7.351279e+000,6.711854e-013,7.381114e+001,-7.351279e+000,1.800000e+002,3.225753e+000,-1.800000e+002
6.466667e+000,6.626213e-013,7.381270e+001,-7.354422e+000,6.626213e-013,7.381270e+001,-7.354422e+000,1.800000e+002,3.245061e+000,-1.800000e+002
6.483333e+000,6.534599e-013,7.381424e+001,-7.357545e+000,6.534599e-013,7.381424e+001,-7.357545e+000,1.800000e+002,3.264234e+000,-1.800000e+002
6.500000e+000,6.438587e-013,7.381576e+001,-7.360647e+000,6.438587e-013,7.381576e+001,-7.360647e+000,1.800000e+002,3.283273e+000,-1.800000e+002
6.516667e+000,6.310247e-013,7.381727e+001,-7.363729e+000,6.310247e-013,7.381727e+001,-7.363729e+000,1.800000e+002,3.302179e+000,-1.800000e+002
6.533333e+000,6.207061e-013,7.381876e+001,-7.366790e+000,6.207061e-013,7.381876e+001,-7.366790e+000,1.800000e+002,3.320951e+000,-1.800000e+002
6.550000e+000,6.097866e-013,7.382024e+001,-7.369831e+000,6.097866e-013,7.382024e+001,-7.369831e+000,1.800000e+002,3.339589e+000,-1.800000e+002
6.566667e+000,6.012203e-013,7.382169e+001,-7.372851e+000,6.012203e-013,7.382169e+001,-7.372851e+000,1.800000e+002,3.358093e+000,-1.800000e+002
6.583333e+000,5.894213e-013,7.382313e+001,-7.375851e+000,5.894213e-013,7.382313e+001,-7.375851e+000,1.800000e+002,3.376463e+000,-1.800000e+002
6.600000e+000,5.771827e-013,7.382455e+001,-7.378830e+000,5.771827e-013,7.382455e+001,-7.378830e+000,1.800000e+002,3.394700e+000,-1.800000e+002
6.616667e+000,5.645043e-013,7.382595e+001,-7.381789e+000,5.645043e-013,7.382595e+001,-7.381789e+000,1.800000e+002,3.412803e+000,-1.800000e+002
6.633333e+000,5.541791e-013,7.382734e+001,-7.384728e+000,5.541791e-013,7.382734e+001,-7.384728e+000,1.800000e+002,3.430771e+000,-1.800000e+002
6.650000e+000,5.406214e-013,7.382870e+001,-7.387646e+000,5.406214e-013,7.382870e+001,-7.387646e+000,1.800000e+002,3.448607e+000,-1.800000e+002
6.666667e+000,5.292476e-013,7.383005e+001,-7.390543e+000,5.292476e-013,7.383005e+001,-7.390543e+000,1.800000e+002,3.466308e+000,-1.800000e+002
6.683333e+000,5.176024e-013,7.383139e+001,-7.393420e+000,5.176024e-013,7.383139e+001,-7.393420e+000,1.800000e+002,3.483875e+000,-1.800000e+002
6.700000e+000,5.027249e-013,7.383270e+001,-7.396277e+000,5.027249e-013,7.383270e+001,-7.396277e+000,1.800000e+002,3.501309e+000,-1.800000e+002
6.716667e+000,4.902005e-013,7.383400e+001,-7.399113e+000,4.902005e-013,7.383400e+001,-7.399113e+000,1.800000e+002,3.518609e+000,-1.800000e+002
6.733333e+000,4.770638e-013,7.383528e+001,-7.401929e+000,4.770638e-013,7.383528e+001,-7.401929e+000,1.800000e+002,3.535775e+000,-1.800000e+002
6.750000e+000,4.677810e-013,7.383659e+001,-7.404778e+000,4.677810e-013,7.383659e+001,-7.404778e+000,1.800000e+002,3.553161e+000,-1.800000e+002
6.766667e+000,4.592416e-013,7.383790e+001,-7.407623e+000,4.592416e-013,7.383790e+001,-7.407623e+000,1.800000e+002,3.570531e+000,-1.800000e+002
6.783333e+000,4.509423e-013,7.383920e+001,-7.410455e+000,4.509423e-013,7.383920e+001,-7.410455e+000,1.800000e+002,3.587810e+000,-1.800000e+002
6.800000e+000,4.425340e-013,7.384049e+001,-7.413272e+000,4.425340e-013,7.384049e+001,-7.413272e+000,1.800000e+002,3.604999e+000,-1.800000e+002
6.816667e+000,4.371597e-013,7.384177e+001,-7.416076e+000,4.371597e-013,7.384177e+001,-7.416076e+000,1.800000e+002,3.622098e+000,-1.800000e+002
6.833333e+000,4.288825e-013,7.384303e+001,-7.418866e+000,4.288825e-013,7.384303e+001,-7.418866e+000,1.800000e+002,3.639107e+000,-1.800000e+002
6.850000e+000,4.206704e-013,7.384428e+001,-7.421642e+000,4.206704e-013,7.384428e+001,-7.421642e+000,1.800000e+002,3.656025e+000,-1.800000e+002
6.866667e+000,4.154948e-013,7.384553e+001,-7.424404e+000,4.154948e-013,7.384553e+001,-7.424404e+000,1.800000e+002,3.672853e+000,-1.800000e+002
6.883333e+000,4.074140e-013,7.384676e+001,-7.427151e+000,4.074140e-013,7.384676e+001,-7.427151e+000,1.800000e+002,3.689590e+000,-1.800000e+002
6.900000e+000,4.021904e-013,7.384797e+001,-7.429885e+000,4.021904e-013,7.384797e+001,-7.429885e+000,1.800000e+002,3.706238e+000,-1.800000e+002
6.916667e+000,3.970319e-013,7.384918e+001,-7.432606e+000,3.970319e-013,7.384918e+001,-7.432606e+000,1.800000e+002,3.722795e+000,-1.800000e+002
6.933333e+000,3.893293e-013,7.385038e+001,-7.435312e+000,3.893293e-013,7.385038e+001,-7.435312e+000,1.800000e+002,3.739262e+000,-1.800000e+002
6.950000e+000,3.843022e-013,7.385156e+001,-7.438004e+000,3.843022e-013,7.385156e+001,-7.438004e+000,1.800000e+002,3.755638e+000,-1.800000e+002
6.966667e+000,3.793403e-013,7.385273e+001,-7.440682e+000,3.793403e-013,7.385273e+001,-7.440682e+000,1.800000e+002,3.771925e+000,-1.800000e+002
6.983333e+000,3.744437e-013,7.385389e+001,-7.443347e+000,3.744437e-013,7.385389e+001,-7.443347e+000,1.800000e+002,3.788121e+000,-1.800000e+002
7.000000e+000,3.696125e-013,7.385504e+001,-7.445997e+000,3.696125e-013,7.385504e+001,-7.445997e+000,1.800000e+002,3.804227e+000,-1.800000e+002
7.016667e+000,3.648466e-013,7.385617e+001,-7.448633e+000,3.648466e-013,7.385617e+001,-7.448633e+000,1.800000e+002,3.820242e+000,-1.800000e+002
7.033333e+000,3.601460e-013,7.385730e+001,-7.451256e+000,3.601460e-013,7.385730e+001,-7.451256e+000,1.800000e+002,3.836168e+000,-1.800000e+002
